,id,titolo,modello,desc,link,anno,chilometri,cambio,price
158,160,FERRARI 208 GTS turbo,208/308/328/GTO,"Auto perfetta di carrozzeria tappezzeria e meccanica gomme nuove cinghie fatte 100 km fa, iscritta ASI permuto con 190 Sl anni 50 con differenza a vostro favore.",https://www.subito.it/auto/ferrari-208-gts-turbo-terni-329707293.htm,02/1984,78000,-,67000
159,161,California/tagliandi ferrari /garanzia/permute,California,"Ferrari California, anno 2009 , 55 mila km circa , nera interno grigio-ghiaccio , cambio f1 al volante, navigatore satellitare,, fari xenon, sensori parcheggio pioggia luci, freni in carboceramica, vetri privacy, cerchi in lega del ( nuovo modello da 20 ) ,  
  
 Libro service presente con tagliandi Ferrari  
  
 Vettura pari al nuovo  
  
 Possibilità di finanziamenti personalizzati  
  
 12/24 mesi di garanzia  
  
 Si valutano permute",https://www.subito.it/auto/california-tagliandi-ferrari-garanzia-permute-roma-329685972.htm,06/2009,45000,-,95000
160,162,Ferrari F355 Spider 28000 km Certificati,F355,"
    Immatricolazione: 06/1997    
    Potenza: kw 280  (381  CV)    
    Chilometraggio: km 28700    
        
    Alimentazione: Benzina    
    Cilindrata: 3496    
    Cilindri: 8    
    Trasmissione: Manuale    
    Trazione: Posteriore    
    EURO 1    
        
    Colore esterno: Rosso Corsa    
    Colore interno: Pelle Totale Cuoio    
    Capote Elettrica Nera     
        
        
    INFORMAZIONI:    
    Cronologia Service scrupolosa documentata    
    Chilometraggio certificato    
    Iscrizione ASI    
    Trousse e doppie chiavi presenti     
    Copricapote Pelle cuoio    
    Copri telo vettura     
    Scudetti Ferrari laterali ad incasso     
    Condizioni Impeccabili da concorso    
    Qualsiasi prova e riscontro    
        
        
        
        
        
    Vettura visibile presso la nostra sede a Bussolengo (VR) Via del lavoro 74    
        
        
        
        
    NB: LE VETTURE PROPOSTE E PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA SEDE CON GARANZIA DI AUTENTICITA' DELLE FOTOGRAFIE, PRENDIAMO PERTANTO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA PRODOTTI SENZA AVERNE IL POSSESSO (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO), CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. WE SPEAK ENGLISH - WIR SPRECHEN ENGLISCH - NOUS PARLONS ANGLAIS.    
        
    ONDE EVITARE INCRESCIOSI DISGUIDI PREGHIAMO LA GENTILE CLIENTELA DI ASTENERSI NEL FARE OFFERTE NON ADEGUATE ALLE CIFRE DA NOI RICHIESTE E PROPOSTE SULLE INSERZIONI.    
        
        
        
        
        
        
     Alzacristalli elettrici, Climatizzatore, Servosterzo, Volante in pelle, ABS, Airbag, Airbag passeggero, Antifurto, Chiusura centralizzata, Autoradio, GPS/Navigatore Satellitare, Lettore CD, Sistema di navigazione, Cerchi in lega, Full Optional, Tagliandi certificati",https://www.subito.it/auto/ferrari-f355-spider-28000-km-certificati-verona-308889908.htm,06/1997,28700,Manuale,100000
161,163,FERRARI Mondial - 1991,Mondial,"Originale, conservata, CRS ASI, qualsiasi prova. Prezzo trattabile",https://www.subito.it/auto/ferrari-mondial-1991-ravenna-306825521.htm,04/1991,45000,-,59000
162,164,Ferrari F430 SCUDERIA - FULL OPTIONAL,F430,"AUTOVETTURA UFFICIALE ITALIANA, IN PERFETTE CONDIZIONI ESTETICHE E MECCANICHE, 2 PRECEDENTI PROPRIETARI, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, SERVICE BOOK, BORSE ATTREZZI, TELO AUTO, CHIAVI DOPPIE) E SEMPRE TAGLIANDATA DA SERVICE UFFICIALE FERRARI.  
  
  
  
  
 OPTIONAL: 
  
  
 COLORE ESTERNO ROSSO CORSA 322 
 INTERNO PELLE E TESSUTO COLORE NERO 
 BATTITACCO INTERNO IN CARBONIO 
 COFANO POSTERIORE IN CARBONIO 
 CALIPER FRENO COLORE ROSSO 
 CARICATORE 6 CD 
 ESTRATTORE POSTERIORE IN CARBONIO 
 PROIETTORI IN CARBONIO 
 RIVESTIMENTO SOTTOPORTA IN CARBONIO 
 TARGHETTA DEDICATA IN ARGENTO 
 VANO BAULE RIVESTITO 
 ESTINTORE BRANDEGGIABILE 
 FONDO CONTAGIRI GIALLO 
 VOLANTE IN CARBONIO + LEDS 
 SISTEMA RADIONAVI + BLUETOOTH 
 BORDO ESTERNO LIVREA RACING COLORE NERO 
 LIVREA NART GRIGIO CORSA 
 SEDILI RACING IN CARBONIO TAGLIA LARGE 
 SISTEMA REGOLAZIONE SEDUTA PILOTA 
 CUCITURE IN CONTRASTO COLORE ROSSO 
 TESSUTO 3D COLORE NERO 
 ALLESTIMENTO CINTURE 4 PUNTI 
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito 
  
  
 ",https://www.subito.it/auto/ferrari-f430-scuderia-full-optional-cremona-329553554.htm,11/2009,43000,Sequenziale,175000
163,165,Ferrari f430 - 2009,F430,"Ferrari F430 spider F1 carboceramica - 2009 
 Vettura ufficiale - 1 precedente proprietario - tagliandata-km 44000 - book service - 3 chiavi -full optional- navi - freni carboceramici- interno carbonio- sedili Daytona - scudetti ceramica- Bluetooth - targa personalizzata . 
 Allestimento nero Daytona e pelle rosso Cartier. 
 Visibile su appuntamento presso lo show-room di Ravenna in via Faentina 175A presso il centro commerciale Mir. 
  
 Euro 125000 
  
 Scuderia Labella srls  
  
 Referente  
 Enrico Labella  
 3294952551",https://www.subito.it/auto/ferrari-f430-2009-ravenna-329537673.htm,01/2009,44000,Sequenziale,125000
164,166,Ferrari 360 spider ( cabriolet),360,"Auto del 2002 prossima a diventare storica, funzionante e in ordine sia di meccanica che di carrozzeria.  
 Km 60000 colore rosso scuderia, capite nera, interni pelle nera con cuciture rosse. Copertine originali , kit, libretto tagliandi e mantenitore di carica batteria. No commercianti o perditempo. Qualsiasi prova. Trapasso da privato a privato con formula vista è piaciuta. Prezzo non trattabile.",https://www.subito.it/auto/ferrari-360-spider-cabriolet-como-329463252.htm,10/2002,60000,Sequenziale,82000
165,167,Ferrari F430 F1,F430,"AUTO ITALIANA, IN OTTIME CONDIZIONI ESTETICHE E MECCANICHE. SEMPRE TAGLIANDATA CON CADENZA REGOLARE DA SERVICE UFFICIALE, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, SERVICE BOOK, CHIAVI DOPPIE E BORSE ATTREZZI). ULTIMO TAGLIANDO ESEGUITO A DICEMBRE 2018 CON SOSTITUZIONE FRIZIONE E DISCHI CCM.  
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito 
 ",https://www.subito.it/auto/ferrari-f430-f1-cremona-329428760.htm,02/2005,75000,Sequenziale,84000
166,168,Ferrari 360 Spider F1 iscrivibile ASI,360,"
  
  
 Immatricolazione: 11/2000 
 Potenza: kw 294 ( 400 CV) 
 Chilometraggio: km 41000 
  
 Alimentazione: Benzina 
 Cilindrata: 3586 
 Cilindri: 8 
 Trasmissione: F1 
 Trazione: posteriore 
  
  
 Colore esterno: Nero Daytona met 
 Colore interno: pelle totale nera 
  
 GARANZIA 12 MESI 
  
 INFORMAZIONI: 
 Eccellenti condizioni 
 Trousse e doppie chiavi presenti 
 Cronologia service 
 Scarico Sportivo 
 Tagliando frizione cinghia distribuzione ok 
 Iscrivibile ASI 
  
  
  
  
  
  
  
  
  
 Vettura visibile presso la nostra sede a Bussolengo (VR) Via del lavoro 74 
 Telefono 045 2215774 
 Cellulare-WhatsApp 3339477644 
  
  
  
  
 NB: LE VETTURE PROPOSTE E PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA SEDE CON GARANZIA DI AUTENTICITA' DELLE FOTOGRAFIE, PRENDIAMO PERTANTO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA PRODOTTI SENZA AVERNE IL POSSESSO (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO), CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. WE SPEAK ENGLISH - WIR SPRECHEN ENGLISCH - NOUS PARLONS ANGLAIS. 
  
 ONDE EVITARE INCRESCIOSI DISGUIDI PREGHIAMO LA GENTILE CLIENTELA DI ASTENERSI NEL FARE OFFERTE NON ADEGUATE ALLE CIFRE DA NOI RICHIESTE E PROPOSTE SULLE INSERZIONI. 
  
 NB. La società venditrice non assume alcuna responsabilità relativamente ai dati e agli optionals delle vetture riportati negli annunci , che debbono considerarsi puramente indicativi essendo il sito in continuo aggiornamento (operando con gestionali). Invitiamo la gentile clientela a contattarci telefonicamente per la verifica delle caratteristiche degli annunci delle vetture da noi inserzionate. 
 Se vuoi invece vendere la tua auto contattateci senza impegno, la acquistiamo noi con pagamento immediato. 
  
  
  
  
  
  
  
  
 ",https://www.subito.it/auto/ferrari-360-spider-f1-iscrivibile-asi-verona-329423441.htm,11/2000,41000,Sequenziale,69500
167,169,Ferrari F355 Spider 28000 km Certificati ASI ,F355,"Immatricolazione: 06/1997 
 Potenza: kw 280  (381  CV) 
 Chilometraggio: km 28700 
  
 Alimentazione: Benzina 
 Cilindrata: 3496 
 Cilindri: 8 
 Trasmissione: Manuale 
 Trazione: Posteriore 
 EURO 1 
  
 Colore esterno: Rosso Corsa 
 Colore interno: Pelle Totale Cuoio 
 Capote Elettrica Nera  
  
  
 INFORMAZIONI: 
 Cronologia Service scrupolosa documentata 
 Chilometraggio certificato 
 Iscrizione ASI 
 Trousse e doppie chiavi presenti  
 Copricapote Pelle cuoio 
 Copri telo vettura  
 Scudetti Ferrari laterali ad incasso  
 Condizioni Impeccabili da concorso 
 Qualsiasi prova e riscontro 
 Eccellente investimento  
  
  
  
  
  
 Vettura visibile presso la nostra sede a Bussolengo (VR) Via del lavoro 74 
  
  
  
  
 NB: LE VETTURE PROPOSTE E PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA SEDE CON GARANZIA DI AUTENTICITA' DELLE FOTOGRAFIE, PRENDIAMO PERTANTO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA PRODOTTI SENZA AVERNE IL POSSESSO (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO), CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. WE SPEAK ENGLISH - WIR SPRECHEN ENGLISCH - NOUS PARLONS ANGLAIS. 
  
 ONDE EVITARE INCRESCIOSI DISGUIDI PREGHIAMO LA GENTILE CLIENTELA DI ASTENERSI NEL FARE OFFERTE NON ADEGUATE ALLE CIFRE DA NOI RICHIESTE E PROPOSTE SULLE INSERZIONI. 
  
  
  
  
  
  
  Alzacristalli elettrici, Climatizzatore, Servosterzo, Volante in pelle, ABS, Airbag, Airbag passeggero, Antifurto, Chiusura centralizzata, Autoradio, GPS/Navigatore Satellitare, Lettore CD, Sistema di navigazione, Cerchi in lega, Full Optional, Tagliandi certificati",https://www.subito.it/auto/ferrari-f355-spider-28000-km-certificati-asi-verona-329423440.htm,06/1997,28700,Manuale,100000
168,170,Ferrari f355 - 1995,F355,"Auto perfetta.Tenuta da vero amatore. Catena di distribuzione sostituita, frizione nuova. Fari xenon. Batteria nuova. Pneumatici nuovi. Satellitare. Impianto stereo con Navigatore.Iscritta ASI (paga metà bollo) 
 Visibile a Napoli presso officina di riferimento per qualsiasi approfondimento.",https://www.subito.it/auto/ferrari-f355-1995-napoli-328901436.htm,01/1995,57000,Manuale,70000
169,171,FERRARI California T DCT,California,"Alzacristalli elettrici 
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Cruise Control 
 Hill Holder 
 Park distance control 
 Sensore di pioggia 
 Sensori di parcheggio assistito anteriori 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Specchietti laterali elettrici 
 Supporto lombare 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Intrattenimento / Media 
 Bluetooth 
 Computer di bordo 
 MP3 
 Vivavoce 
 Extra 
 Cerchi in lega 
 Leve al volante 
 Sedili sportivi 
 Sospensioni sportive 
 Sicurezza 
 ABS 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari LED 
 Fari Xenon 
 Immobilizzatore elettronico 
 Luci diurne 
 Luci diurne LED 
 Servosterzo 
 Sistema di controllo pressione pneumatici",https://www.subito.it/auto/ferrari-california-t-dct-arezzo-331252268.htm,11/2015,102000,Automatico,109000
170,172,Ferrari California dic2011 tenuta maniacalmente,California,"FERRARI CALIFORNIA DCT , TENUTA PERFETTAMENTE, CERTIFICAZIONE CHILOMETRAGGIO CON LIBRETTO TAGLIANDI UFFICIALE , GARANZIA POWER FERRARI ESTESA, pacchetto manutenzione ferrari 7 anni , colore nero carbone Ferrari metallizzato , sensori di parcheggio anteriori e posteriori , fari full Led e Xenon adattivi , cerchi in lega R 20 , scudetti laterali Ferrari nuovi , freni carbocermici , sospensioni magnetic logic , interni in pelle Daytona totalmente Rossi , cuciture rosse , cruscotto rivestito in pelle totalmente , regolazione elettrica dei sedili con memorie , volente multifunzione in pelle con regolazione elettrica , sedili riscaldati , cavallino rampante sui poggiatesta , leve al volante , controllo pressione pneumatici , cruise control , navigatore satellitare , predisposizione telefono , bluetooth , impianto stereo con caricatore USB-AUZ , antifurto , climatizzatore automatico , start & stop , ecc... 
  
 CONDIZIONI perfette ! 
  
 Auto Italiana, sedili e attrezzi ancora imbustati . 
  
 Annuncio di Privato ! 
  
 PER INFO : 3346713663",https://www.subito.it/auto/ferrari-california-dic2011-tenuta-maniacalmente-napoli-299973038.htm,12/2011,15000,Automatico,105000
171,173,Ferrari 330 GT 22 Monofaro II Serie,Altro modello,"
 Immatricolazione: 07/1966 
 Potenza: 221 kw (300 CV) 
 Chilometraggio: 17.790 km 
  
  
 Alimentazione: Benzina 
 Cilindrata: 3.967 
 Cilindri: 12 
 Trasmissione: Manuale 5 rapporti 
 Trazione: Posteriore 
  
 Colore esterno: Argento 
 Colore interno: Pelle totale nera 
  
  
 La vettura è stata restaurata completamente 27 anni proveniente da collezione privata, motore Ferrari 330 GTC. 
 No Matching Number 
 Condizioni eccellenti  
  
 Costruita in due serie, che differivano principalmente dai gruppi ottici dei fanali anteriori. Nella prima, prodotta dal 1964 al 1965, erano quattro, mentre nella seconda, prodotta dal 1965 al 1967, erano solo due. 
 La prima serie fu presentata al Salone dell'automobile di Bruxelles nel gennaio del 1964, e rimpiazzò la 250 GT 2+2. Fu progettata da Pininfarina che studiò un modello con un passo più lungo di 50 mm e con lo spazio per i passeggeri posteriori più ampio. 
 La seconda serie (vettura da noi proposta) fu lanciata nella metà del 1965 con un frontale totalmente nuovo, che la faceva rassomigliare alla 275 GTS. Furono modificati i cerchioniche da una struttura a raggi, peculiare delle Ferrari dell'epoca, divennero forati. Furono anche approntati cambiamenti alle prese d'aria, agli interni e fu aggiunta l'aria condizionata. 
 Furono costruiti 625 esemplari della prima serie e 474 della seconda. Con questo modello ci fu la definitiva consacrazione delle versioni 2+2. Fu rimpiazzata dalla 365 2+2. 
  
 Vettura visibile presso nostra sede, JUST MOTORS SRL, Via del lavoro, 74, 37012 Bussolengo (VR). 
  
 sito 
  
  
 Il mercato delle auto da collezione si è significativamente ampliato fino a diventare uno straordinario investimento finanziario a pieno titolo. Con una crescita di valore superiore al 350% in 10 anni, questo mercato è diventato una classe di investimento alternativa che risulta poco legata alle asset class tradizionali, e che consente un'interessante diversificazione del portafoglio. 
 La Nostra azienda per questo",https://www.subito.it/auto/ferrari-330-gt-22-monofaro-ii-serie-verona-329423433.htm,07/1960,17790,Manuale,285000
172,174,FERRARI 512 TR cat,Testarossa/512 TR,"Chilometraggio: 81500  
  Condizioni: usato  
  Immatricolazione: 12/1992  
  Tipologia: Coupè  
  Carburante: Benzina  
  Tipo di cambio: Manuale  
    
    
    
  Nota bene: La dotazione tecnica e gli accessori indicati nella presente scheda potrebbero non coincidere con l'effettivo equipaggiamento del veicolo, a causa della non uniformità dei dati pubblicati dai diversi portali. Ci scusiamo per l'inconveniente e vi invitiamo a verificare le caratteristiche dello specifico veicolo. Laguna Motors Srl declina ogni responsabilità per eventuali involontarie incongruenze, che non rappresentano in alcun modo un impegno contrattuale.  
    
  Contatti: 0422470454 , 3384939539  
  Rivenditore LAGUNA MOTORS SRL",https://www.subito.it/auto/ferrari-512-tr-cat-treviso-295304673.htm,12/1992,81500,Manuale,148000
173,175,Ferrari 456 ,456,"Ferrari 456  
   
   
 Caratteristiche del veicolo 
   
 Tipo di veicolo: Usata 
 Km: 96.700 
 Carrozzeria: Coupe 
 Carburante: Benzina 
 Colore esterno: Blu-Azzurro 
 Potenza: 325 kW / 442 CV 
 Immatricolata il: 08/1996 
 Cambio: Automatico 
   
   
 Optionals 
   
 - Autoradio 
 - Cerchi in lega 
 - Climatizzatore 
 - Interni in pelle 
 - Regolazione elettrica sedili 
   
   
 Contatti 
   
 NANNI NEMBER SRL 
 Tel: 0303156411 
 Cell: 0303156411 
 Email: ar@nanninember.it",https://www.subito.it/auto/ferrari-456-brescia-315949651.htm,08/1996,96700,Automatico,60900
174,176,FERRARI F430 Scuderia F1,F430,"Chilometraggio: 21372 
 Condizioni: usato 
 Immatricolazione: 11/2008 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Automatico 
  
 ABS, Airbag, Airbag laterali, Airbag Passeggero, Controllo trazione, ESP, Fari direzionali, Fari Xenon, Fendinebbia, Luci diurne, Sensore di luce, Alzacristalli elettrici, Boardcomputer, Chiusura centralizzata, Climatizzatore, Controllo automatico clima, Cruise Control, Interni in pelle, Isofix, Park Distance Control, Regolazione elettrica sedili, Riscaldamento ausiliario, Sensore di pioggia, Sensori di parcheggio anteriori, Sensori di parcheggio posteriori, Servosterzo, Specchietti laterali elettrici, Autoradio, Bluetooth, Lettore CD, MP3, Sistema di navigazione, Vivavoce, Volante multifunzione, Antifurto, Cerchi in lega, Cronologia tagliandi, Immobilizzatore elettronico, Start/Stop Automatico, Airbag posteriore, Airbag testa, Autoradio digitale, Bracciolo, Chiamata automatica per emergenze, Chiusura centralizzata senza chiave, Chiusura centralizzata telecomandata, Frenata d'emergenza assistita, Luci diurne LED, Marmitta catalitica, Monitoraggio pressione pneumatici, Pacchetto sportivo, Sedili massaggianti, Sedili sportivi, Sistema di chiamata d'emergenza, Sistema di visione notturna, Sospensioni pneumatiche, Sospensioni sportive, Sound system, Supporto lombare, USB, Volante in pelle 
  
 FERRARI F430 SCUDERIA F1 
  
 Autovettura Nazionale Ufficiale Ferrari, immatricolata il 05.11.2008, con soli 21.372 km, mai utilizzata in pista, uso prettamente urbano e in condizioni pari al nuovo da vetrina,  
 Veicolo fatturabile, tagliandi service eseguiti regolarmente sempre presso Concessionario ufficiale Ferrari, pronta consegna visibile in sede 
  
 PRINCIPALI DOTAZIONI DI SERIE ED OPTIONAL: 
 Interni EXTRACAMPIONARIO-NOT STANDARD 
 Esterni NERO DAYTONA WB 508 
  
  
 Contatti: 3277925454 , 042473593 
 Rivenditore AUTOSALONE CUMAN SRL",https://www.subito.it/auto/ferrari-f430-scuderia-f1-vicenza-329402693.htm,11/2008,21372,Automatico,169000
175,177,FERRARI California T -MagneRide+Ferrari Power-,California,"FERRARI CALIFORNIA T DCT 
  
 Autovettura Nazionale ed unico proprietario, immatricolata il 20.05.2015 con soli 19.000km, mai utilizzata in pista e in condizioni pari al nuovo da vetrina, fatturabile con tagliandi service pagati con Ferrari Genuine Maintenance 7 anni. 
  
 Pronta consegna, Garanzia di conformità 12 mesi con Garanzia Ufficiale Ferrari Power valida sino ad Agosto 2020. 
  
 PRINCIPALI DOTAZIONI DI SERIE ED OPTIONAL: 
 Interni NERO BLACK  
 Esterni NERO DAYTONA WB 
 Tappeti NERO (BLACK) 
 SISTEMA AFS 
 CALIPER COL. GRIGIO GIALLO 
 PELLICOLA ANTI STONE CHIPPING 
 SEDILI IN STILE DAYTONA  
 SEDUTE POST IN STILE DAYTONA (NERO) 
 CAVALL. CUCITI SU POGGIATESTA GRIGIO CHIARO 
 LIBRETTI VETTURA 
 SCUDETTI 'SCUDERIA FERRARI' 
 SOSPENSIONI MAGNERIDE DUALMODE 
 SPECCHI ELETTROCROMICI INT/EST 
 SISTEMA ANTIFURTO NAVTRACK 
 PARKING CAMERA 
 FONDO CONTAGIRI BIANCO 
 CERCHI 20"" FORGIATI DIAMANTATI 
 SEDILE FULL ELECTRIC 
 SCHIENALI POST. RIBALTABILI 
 KIT CONTROLLO PRESS PNEU 
  
  
 Nota Bene: La descrizione, dotazione tecnica e gli accessori indicati nella presente scheda potrebbero non coincidere con l'effettivo equipaggiamento del veicolo, a causa della non uniformità dei dati pubblicati dai diversi portali. Ci scusiamo per l'inconveniente e vi invitiamo a verificare le caratteristiche dello specifico veicolo. Autosalone Cuman Srl declina ogni responsabilità per eventuali involontarie incongruenze, che non rappresentano in alcun modo un impegno contrattuale. 
  
 Contatti: 3277925454 , 042473593 
 Rivenditore AUTOSALONE CUMAN SRL",https://www.subito.it/auto/ferrari-california-t-magneride-ferrari-power-vicenza-329402691.htm,02/2015,19274,Sequenziale,139000
176,178,Ferrari 348 ts ultima serie - 1993,348,"Mondello 300 cv ultima serie 348 TS centralina Bosch motronic 2.7 e batteria spostata all'anteriore. Sempre box, poche volte pioggia, non incidentata qualsiasi prova e tenuta con cura. Unico proprietario, fattura acquisto conservata. Marmitta da competizione e tronchetti con sonda ma si fornisce in dotazione anche quella originale con catalizzatori, tutto conservato. 
 DA AMATORE PREZZO INTRATTABILE.",https://www.subito.it/auto/ferrari-348-ts-ultima-serie-1993-salerno-282588916.htm,1993,7000074999,Manuale,78000
178,180,Ferrari 488 pista - 2019,488,"Unico proprietario privato. 
 iva non esposta. 
 Auto full optional.",https://www.subito.it/auto/ferrari-488-pista-2019-modena-329327421.htm,04/2019,6000,Sequenziale,340000
179,181,Ferrari 488 GTB FULL OPTIONAL ,Altro modello,"
  
  
  
  
  
  
 AUTO UFFICIALE ITALIANA, PARI AL NUOVO, UN PRECEDENTE PROPRIETRIO. COMPLETA DI TROUSSE, SERVICE BOOK, BORSE ATTREZZI, CHIAVI DOPPIE E TELO AUTO. SEMPRE TAGLIANDATA UFFICIALE, MANUTENZIONE PROGRAMMATA INCLUSA NEL PREZZO FINO AL 2022. PACCHETTO CARBONIO INTERNO ED ESTERNO.  
 PREZZO LISTINO € 295.000  
  
 OPTIONAL: 
 ULEZ PARTE ALTRA ABITACOLO IN PELLE 
 STC1 COLORE CUCITURE SU RICHIESTA 
 SHF1 PANCHETTA POSTERIORE SELLATA IN PELLE 
 RSCG SEDILI RACING GOLDRAKE IN CARBONIO 
 RPMY FONDO CONTAGIRI GIALLO 
 PLAN CONTACT PLAN 
 POIS DISPLAY PASSEGGERO 
 MIR2 SPECCHI ELETTROCROMICI INTERNI E ESTERNI 
 LOGO SCUDETTI SCUDERIA FERRARI 
 HAW1 PARABREZZA TERMOISOLANTE 
 DSM7 COLORE SU RICHIESTA ZONA INFERIORE PLANCIA 
 DATR INSERTI PLANCIA IN CARBONIO 
 CITZ TUNNEL CENTRALE IN CARBONIO 
 CISK BATTITACCO ESTERNO IN CARBONIO 
 CIPZ PANNELLI PORTA BICOLORE IN CARBONIO 
 CILR BRIDGE TUNNEL IN CARBONIO 
 CIDL ZONA GUIDA IN CARBONIO + VOLANTE A LEDS 
 CEXS CROPRIBRANCARDO ESTERNO IN CARBONIO 
 CEXD ESTRATTORE POSTERIORE IN CARBONIO 
 CEL2 PARATIE VANO MOTORE IN CARBONIO 
 CEIS SPLITTER PRESA ARIA IN CARBONIO 
 CEFL RETRONEBBIA IN CARBONIO 
 CEAD AIR DUCTS IN CARBONIO 
 CALB PINZE FRENO NERO LUCIDO 
 AFS1 PROIETTORI ANTERIORI ADATTIVI  
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito 
  
  
  
  
  
  
  
  
  
  
 ",https://www.subito.it/auto/ferrari-488-gtb-full-optional-cremona-322863315.htm,11/2017,29000,Sequenziale,208000
180,182,Ferrari 575 575M Maranello F1,Altro modello,"AUTO ITALIANA, IN OTTIME CONDIZIONI ESTETICHE E MECCANICHE, 3 PRECEDENTI PROPRIETARI. SEMPRE TAGLIANDATA CON CADENZA REGOLARE E DA SERVICE UFFICIALE. COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, TESSERE DI GARANZIA, BORSE ATTREZZI, TELO AUTO E CHIAVI DOPPIE).  
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito 
  
 ",https://www.subito.it/auto/ferrari-575-575m-maranello-f1-cremona-322863297.htm,10/2002,68000,Sequenziale,84000
181,183,FERRARI 308 GTS CARBURATORI ASI ORO,Altro modello,"Chilometraggio: 90219    
    Condizioni: d'epoca    
    Immatricolazione: 01/1979    
    Tipologia: Coupè    
    Carburante: Benzina    
    Tipo di cambio: Manuale    
        
    Volante in pelle, Autoradio, Interni in pelle, Alzacristalli elettrici    
        
    FERRARI 308 GTS CARBORATORI, COSTRUTA NEL 1978 PRIMA SERIE, INTERNI ORIGINALI, 3 PROPRIETARI DA NUOVA, ISCRITTA ASI.    
    Rivenditore CAMBIOCORSA SRL",https://www.subito.it/auto/ferrari-308-gts-carburatori-asi-oro-la-spezia-308615793.htm,01/1970,90219,Manuale,101000
182,184,FERRARI California DCT,California,"Chilometraggio: 57000   
   Condizioni: usato   
   Immatricolazione: 08/2010   
   Tipologia: Cabrio   
   Carburante: Benzina   
   Tipo di cambio: Automatico   
      
   Volante in pelle, USB, Sedili sportivi, Luci diurne LED, Leve al volante, Fari LED, Immobilizzatore elettronico, Cerchi in lega, Antifurto, Volante multifunzione, Vivavoce, Sistema di navigazione, MP3, Lettore CD, Bluetooth, Autoradio, Specchietti laterali elettrici, Servosterzo, Sensori di parcheggio posteriori, Sensori di parcheggio anteriori, Regolazione elettrica sedili, Interni in pelle, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Alzacristalli elettrici, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag, ABS   
      
   1) RIFERIMENTO e appuntamenti:3939303627 Sig. Francesco   
   2) ACCONTO: non si richiede nessun acconto se non su richiesta per determinati veicoli.   
   3) APPUNTAMENTI: se arrivate con il treno (FS MONTECATINI TERME) o in Aereo (PISA O FIRENZE), avremo modo di farvi arrivare da noi con la nostra organizzazione.   
   4) CONSEGNA DEL VEICOLO: presso di noi avrai modo nell'arco di poche ore dal   
   lunedì al sabato di ritirare l'auto e proseguire verso casa, con i relativi documenti.   
   5) PAGAMENTO: in assegno circolare. Intestato Giusy Auto (contattaci quando sei in banca per evitare spiacevoli imprevisti al 0572/032923 oppure 3939303627 Francesco)   
   6) Documento valido(carta d'identità o patente validi)e tassativo Tessera sanitaria.   
   Per i nati all'estero: permesso di soggiorno e carta d'identità.   
   7) PASSAGGIO DI PROPRIETA': grazie al nuovo sistema telematico, con   
   Connessione diretta con l'ACI e Motorizzazione potete immediatamente ritirare i   
   documenti per la circolazione.   
   8) ASSICURAZIONE: targa prova o tagliandino dell'assicurazione.(il giorno prima   
   della partenza vi spediamo la copia del libretto che farete    
      
   Contatti: 0572032923 , 3939303627   
   Rivenditore GIUSY AUTO",https://www.subito.it/auto/ferrari-california-dct-pistoia-308611691.htm,08/2010,57000,Automatico,99500
